train_idx,client_ID,gender,age,martial_status,location,products_count,monthly_count,mean_spending,label
1226,c-886772140485,F,40-44,Single,City,118,5,106.25,1
1227,c-703706110647,F,80-84,Married,City,242,8,40.63,4
1228,c-096780296037,M,60-64,Widowed,City,577,20,44.36,3
1229,c-542627206554,F,20-24,Single,City,27,3,20.84,0
1230,c-213474791871,F,55-59,Widowed,City,271,2,206.78,4
1231,c-906757616828,M,40-44,Married,City,335,4,113.48,2
1232,c-886772140485,F,20-24,Single,City,13,5,9.92,0
1233,c-714148374900,F,40-44,Divorced,City,61,10,10.14,4
1234,c-877784920462,M,25-29,Single,City,24,5,7.75,3
1235,c-213474791871,F,25-29,Single,City,32,2,24.58,4
1236,c-632431874657,F,60-64,Married,Town,117,12,19.45,4
1237,c-815497904495,F,55-59,Married,City,129,1,137.87,2
1238,c-221929854393,M,35-39,Married,City,208,7,56.84,2
1239,c-978031852818,M,50-54,Married,City,204,8,62.2,2
1240,c-815497904495,F,65-69,Divorced,City,36,1,31.33,4
1241,c-430835412706,F,30-34,Married,City,314,6,79.08,4
1242,c-806510684472,M,15-19,Single,Town,4,1,11.91,0
1243,c-774980346637,F,20-24,Single,Town,50,4,21.36,4
1244,c-314814316308,Other,75-79,Married,City,7,1,110.92,1
1245,c-430835412706,F,65-69,Divorced,City,168,6,84.83,1
1246,c-222462011894,M,20-24,Single,City,24,2,16.17,4
1247,c-221929854393,M,25-29,Single,City,83,7,16.45,4
1248,c-222462011894,M,40-44,Single,City,43,2,31.41,4
1249,c-222462011894,M,55-59,Single,City,10,2,41.5,1
1250,c-815497904495,F,70-74,Married,Town,51,1,100.6,2
1251,c-058303313989,Other,70-74,Widowed,City,30,2,27.71,4
1252,c-532184942301,F,75-79,Widowed,Town,88,15,14.36,3
1253,c-049306088808,M,65-69,Married,Town,133,12,23.22,4
1254,c-221929854393,M,70-74,Married,Town,122,7,48.05,4
1255,c-222462011894,M,50-54,Married,City,144,2,182.92,2
1256,c-213474791871,F,40-44,Married,City,119,2,131.97,2
1257,c-856706852038,Other,80-84,Married,City,189,8,40.32,4
1258,c-339575700373,M,55-59,Widowed,City,43,9,12.36,3
1259,c-877784920462,M,80-84,Divorced,City,45,5,13.13,4
1260,c-774980346637,F,50-54,Widowed,City,56,4,43.43,1
1261,c-886772140485,F,30-34,Married,City,256,5,76.01,4
1262,c-785422610890,F,50-54,Married,Town,249,14,40.5,4
1263,c-632431874657,F,45-49,Married,City,239,12,50.52,2
1264,c-906757616828,M,55-59,Married,City,189,4,137.63,2
1265,c-213474791871,F,50-54,Married,Town,189,2,144.65,2
1266,c-886772140485,F,75-79,Married,City,117,5,52.99,2
1267,c-222462011894,M,60-64,Single,City,15,2,33.36,1
1268,c-815497904495,F,20-24,Single,Town,13,1,23.38,4
1269,c-386451004447,M,55-59,Married,City,402,23,30.26,4
1270,c-705161154877,M,35-39,Single,City,185,10,37.53,3
1271,c-785432616048,Other,25-29,Single,City,43,4,23.4,0
1272,c-886772140485,F,60-64,Widowed,City,69,5,17.32,4
1273,c-542627206554,F,90-94,Divorced,City,161,3,112.51,2
1274,c-150655618403,M,55-59,Married,City,445,3,150.05,2
1275,c-222462011894,M,20-24,Single,City,20,2,25.48,0
1276,c-612808850463,Other,25-29,Single,Town,26,9,4.92,4
1277,c-430835412706,F,25-29,Married,Town,120,6,39.35,4
1278,c-439822632729,M,55-59,Married,City,203,6,64.4,2
1279,c-774980346637,F,15-19,Single,Town,30,4,11.37,4
1280,c-906757616828,M,45-49,Divorced,City,101,4,36.42,4
1281,c-542627206554,F,60-64,Divorced,City,204,3,152.51,2
1282,c-222462011894,M,50-54,Divorced,City,22,2,48.59,1
1283,c-613901442544,F,35-39,Married,City,244,7,68.01,2
1284,c-774980346637,F,30-34,Married,Town,258,4,105.75,4
1285,c-806510684472,M,40-44,Married,Town,99,1,129.76,2
1286,c-774980346637,F,80-84,Divorced,City,43,4,29.33,4
1287,c-886772140485,F,30-34,Single,City,43,5,17.34,4
1288,c-806510684472,M,30-34,Single,City,2,1,35.4,4
1289,c-430835412706,F,15-19,Single,Town,38,6,9.4,4
1290,c-906757616828,M,50-54,Married,Town,305,4,138.47,2
1291,c-815497904495,F,15-19,Single,City,5,1,12.15,0
1292,c-877784920462,M,50-54,Married,City,225,5,82.1,2
1293,c-815497904495,F,55-59,Married,City,10,1,152.77,1
1294,c-150655618403,M,40-44,Married,City,170,3,128.42,2
1295,c-785422610890,F,45-49,Married,City,347,14,36.92,4
1296,c-785432616048,Other,55-59,Married,City,257,4,127.5,2
1297,c-430835412706,F,30-34,Married,Town,336,6,80.52,4
1298,c-341030744603,F,30-34,Married,City,156,9,33.96,4
1299,c-815497904495,F,85-89,Married,City,88,1,76.31,2
1300,c-785432616048,Other,25-29,Single,City,62,4,23.92,4
1301,c-430835412706,F,45-49,Married,City,254,6,76.53,2
1302,c-613901442544,F,60-64,Married,City,272,7,59.43,2
1303,c-430835412706,F,75-79,Married,City,127,6,49.7,4
1304,c-774980346637,F,65-69,Married,City,297,4,106.62,2
1305,c-314814316308,Other,15-19,Single,City,13,1,12.29,4
1306,c-430835412706,F,60-64,Divorced,City,242,6,86.65,2
1307,c-978031852818,M,40-44,Single,City,323,8,97.69,3
1308,c-314814316308,Other,65-69,Married,City,11,1,91.54,1
1309,c-733781404252,F,85-89,Divorced,City,248,21,26.42,3
1310,c-314814316308,Other,70-74,Married,City,87,1,104.16,2
1311,c-815497904495,F,30-34,Married,City,34,1,145.99,4
1312,c-774980346637,F,65-69,Divorced,Town,74,4,36.19,4
1313,c-213474791871,F,70-74,Widowed,City,149,2,136.71,4
1314,c-439822632729,M,70-74,Married,Town,91,6,40.67,4
1315,c-395438224470,F,85-89,Married,City,297,23,23.8,4
1316,c-613901442544,F,70-74,Married,City,196,7,37.53,4
1317,c-439822632729,M,20-24,Single,City,35,6,13.27,0
1318,c-430835412706,F,40-44,Married,City,110,6,85.77,1
1319,c-970669382377,Other,50-54,Married,City,195,3,118.13,2
1320,c-774980346637,F,35-39,Single,Town,234,4,196.96,4
1321,c-430835412706,F,50-54,Divorced,City,47,6,17.33,4
1322,c-806510684472,M,80-84,Widowed,City,7,1,13.66,4
1323,c-877784920462,M,75-79,Divorced,City,31,5,20.15,1
1324,c-213474791871,F,30-34,Married,City,174,2,140.1,4
1325,c-815497904495,F,50-54,Married,City,167,1,144.56,2
1326,c-150655618403,M,45-49,Married,City,268,3,141.4,2
1327,c-815497904495,F,80-84,Divorced,City,24,1,118.84,1
1328,c-213474791871,F,25-29,Single,City,19,2,17.16,4
1329,c-339575700373,M,50-54,Married,City,126,9,28.75,4
1330,c-213474791871,F,40-44,Married,City,48,2,154.61,1
1331,c-703706110647,F,60-64,Married,City,254,8,54.28,2
1332,c-733781404252,F,85-89,Divorced,Town,94,21,9.5,4
1333,c-632431874657,F,90-94,Married,Town,110,12,23.23,4
1334,c-268301464383,M,55-59,Widowed,City,77,13,8.14,3
1335,c-341030744603,F,65-69,Divorced,City,248,9,37.2,4
1336,c-213474791871,F,45-49,Single,City,246,2,150.58,4
1337,c-542627206554,F,20-24,Single,Town,32,3,21.7,0
1338,c-150655618403,M,25-29,Single,City,33,3,25.33,0
1339,c-906757616828,M,30-34,Single,City,81,4,32.03,4
1340,c-703706110647,F,80-84,Divorced,City,11,8,3.1,3
1341,c-049306088808,M,60-64,Married,City,149,12,20.4,4
1342,c-886772140485,F,30-34,Divorced,Town,60,5,17.48,4
1343,c-703706110647,F,45-49,Married,Town,296,8,58.72,2
1344,c-886772140485,F,60-64,Divorced,City,150,5,75.33,2
1345,c-439822632729,M,35-39,Married,City,133,6,74.64,2
1346,c-785432616048,Other,40-44,Married,City,223,4,143.0,2
1347,c-886772140485,F,90-94,Married,City,135,5,48.88,4
1348,c-776435390867,M,45-49,Married,City,415,14,48.16,4
1349,c-049306088808,M,50-54,Married,City,188,12,31.57,4
1350,c-978031852818,M,60-64,Married,City,175,8,61.1,2
1351,c-774980346637,F,15-19,Single,City,23,4,14.53,0
1352,c-613901442544,F,20-24,Single,Town,39,7,11.27,0
1353,c-430835412706,F,45-49,Divorced,City,55,6,16.86,4
1354,c-806510684472,M,60-64,Divorced,City,11,1,23.22,4
1355,c-541172162324,M,80-84,Divorced,City,52,15,8.77,3
1356,c-806510684472,M,90-94,Widowed,City,11,1,12.13,4
1357,c-542627206554,F,75-79,Married,City,150,3,70.67,2
1358,c-542627206554,F,50-54,Divorced,Town,117,3,193.72,1
1359,c-877784920462,M,70-74,Married,Town,105,5,54.37,2
1360,c-613901442544,F,55-59,Single,Town,60,7,26.4,1
1361,c-430835412706,F,15-19,Single,City,15,6,6.32,0
1362,c-906757616828,M,40-44,Married,City,396,4,145.3,2
1363,c-542627206554,F,45-49,Married,City,149,3,115.77,2
1364,c-774980346637,F,30-34,Married,Town,480,4,136.93,4
1365,c-705161154877,M,60-64,Single,City,123,10,31.2,3
1366,c-906757616828,M,30-34,Single,Town,42,4,37.47,4
1367,c-150655618403,M,15-19,Single,City,17,3,14.69,0
1368,c-815497904495,F,25-29,Single,Town,1,1,23.79,0
1369,c-430835412706,F,45-49,Married,City,284,6,90.35,2
1370,c-150655618403,M,65-69,Married,City,134,3,123.93,2
1371,c-714148374900,F,55-59,Married,Town,221,10,36.84,4
1372,c-150655618403,M,50-54,Divorced,City,55,3,45.27,4
1373,c-542627206554,F,30-34,Single,City,68,3,31.69,4
1374,c-360663773955,F,85-89,Divorced,City,39,22,3.52,3
1375,c-439822632729,M,15-19,Single,Town,21,6,7.94,0
1376,c-339575700373,M,40-44,Married,City,156,9,34.24,4
1377,c-341030744603,F,50-54,Married,City,215,9,35.7,4
1378,c-213474791871,F,25-29,Married,City,182,2,80.83,4
1379,c-815497904495,F,70-74,Widowed,City,1,1,32.76,1
1380,c-341030744603,F,35-39,Single,City,38,9,7.38,3
1381,c-542627206554,F,15-19,Single,City,13,3,11.3,0
1382,c-213474791871,F,25-29,Married,City,66,2,71.41,0
1383,c-542627206554,F,20-24,Married,Town,164,3,96.25,4
1384,c-815497904495,F,25-29,Single,City,7,1,20.83,0
1385,c-978031852818,M,15-19,Single,City,17,8,5.43,0
1386,c-150655618403,M,65-69,Widowed,City,23,3,25.94,1
1387,c-978031852818,M,70-74,Divorced,City,101,8,16.86,4
1388,c-906757616828,M,30-34,Single,City,117,4,36.52,4
1389,c-703706110647,F,30-34,Married,City,351,8,76.87,4
1390,c-369650993978,M,55-59,Married,City,289,22,29.65,4
1391,c-213474791871,F,35-39,Married,City,85,2,123.85,2
1392,c-815497904495,F,15-19,Single,Town,2,1,14.46,0
1393,c-222462011894,M,50-54,Married,Town,268,2,158.91,2
1394,c-877784920462,M,70-74,Widowed,City,43,5,19.42,4
1395,c-815497904495,F,15-19,Single,City,5,1,15.55,0
1396,c-876329876232,F,75-79,Married,Town,81,13,11.99,4
1397,c-213474791871,F,55-59,Married,City,63,2,150.13,1
1398,c-978031852818,M,55-59,Married,City,285,8,66.56,2
1399,c-906757616828,M,55-59,Divorced,Town,93,4,33.86,4
1400,c-542627206554,F,20-24,Married,City,128,3,88.89,0
1401,c-815497904495,F,80-84,Widowed,City,29,1,29.38,4
1402,c-339575700373,M,55-59,Divorced,Town,38,9,9.46,3
1403,c-430835412706,F,40-44,Divorced,City,70,6,16.41,4
1404,c-542627206554,F,25-29,Married,Town,133,3,83.32,4
1405,c-542627206554,F,50-54,Divorced,City,60,3,46.64,4
1406,c-970669382377,Other,30-34,Single,City,76,3,40.82,4
1407,c-774980346637,F,60-64,Single,City,83,4,37.56,4
1408,c-542627206554,F,70-74,Married,City,173,3,105.83,2
1409,c-542627206554,F,25-29,Single,City,35,3,21.79,4
1410,c-806510684472,M,85-89,Widowed,City,15,1,17.66,4
1411,c-815497904495,F,45-49,Single,City,35,1,39.87,4
1412,c-774980346637,F,45-49,Married,Town,226,4,136.94,2
1413,c-806510684472,M,85-89,Widowed,City,18,1,19.04,4
1414,c-150655618403,M,20-24,Single,City,81,3,27.62,4
1415,c-785422610890,F,65-69,Widowed,City,36,14,4.08,3
1416,c-562250230748,Other,50-54,Divorced,City,119,18,13.38,4
1417,c-222462011894,M,50-54,Divorced,City,52,2,40.82,4
1418,c-703706110647,F,15-19,Single,City,11,8,3.24,0
1419,c-439822632729,M,20-24,Single,Town,38,6,10.93,4
1420,c-430835412706,F,50-54,Married,Town,403,6,93.65,2
1421,c-603459178291,F,65-69,Married,City,134,11,18.38,4
1422,c-150655618403,M,55-59,Divorced,City,177,3,225.1,1
1423,c-970669382377,Other,45-49,Married,City,75,3,135.42,1
1424,c-268301464383,M,50-54,Married,City,123,13,21.95,4
1425,c-213474791871,F,35-39,Married,City,89,2,138.15,2
1426,c-213474791871,F,50-54,Divorced,City,55,2,40.15,4
1427,c-703706110647,F,60-64,Widowed,Town,29,8,11.72,1
1428,c-532184942301,F,45-49,Married,City,282,15,31.44,4
1429,c-714148374900,F,45-49,Married,City,248,10,32.97,4
1430,c-785432616048,Other,50-54,Single,City,868,4,247.55,4
1431,c-150655618403,M,45-49,Married,City,190,3,139.07,2
1432,c-970669382377,Other,15-19,Single,Town,20,3,13.69,0
1433,c-906757616828,M,45-49,Married,City,418,4,112.45,2
1434,c-815497904495,F,25-29,Single,Town,6,1,19.9,0
1435,c-886772140485,F,60-64,Married,City,189,5,51.72,2
1436,c-213474791871,F,70-74,Divorced,City,88,2,141.28,1
1437,c-439822632729,M,65-69,Single,Town,109,6,73.26,1
1438,c-877784920462,M,50-54,Divorced,City,55,5,21.37,4
1439,c-222462011894,M,45-49,Married,City,193,2,142.75,2
1440,c-430835412706,F,25-29,Single,City,42,6,13.93,4
1441,c-886772140485,F,60-64,Divorced,Town,47,5,14.46,4
1442,c-542627206554,F,70-74,Married,City,140,3,116.79,2
1443,c-221929854393,M,45-49,Married,Town,305,7,67.16,2
1444,c-341030744603,F,55-59,Single,City,41,9,8.3,3
1445,c-886772140485,F,55-59,Divorced,City,60,5,23.57,4
1446,c-542627206554,F,20-24,Single,Town,40,3,23.61,4
1447,c-613901442544,F,90-94,Widowed,City,23,7,6.78,3
1448,c-785422610890,F,75-79,Married,City,194,14,26.78,4
1449,c-877784920462,M,25-29,Single,Town,15,5,13.3,0
1450,c-613901442544,F,45-49,Married,City,317,7,63.35,2
1451,c-815497904495,F,25-29,Single,City,3,1,22.43,0
1452,c-512561918107,Other,50-54,Divorced,City,271,6,99.99,2
1453,c-886772140485,F,45-49,Married,City,154,5,79.62,2
1454,c-815497904495,F,25-29,Married,City,33,1,76.85,0
1455,c-542627206554,F,30-34,Single,City,80,3,34.35,4
1456,c-542627206554,F,50-54,Married,Town,270,3,158.4,2
1457,c-439822632729,M,45-49,Divorced,City,56,6,24.19,4
1458,c-774980346637,F,40-44,Divorced,City,392,4,187.13,2
1459,c-386451004447,M,55-59,Widowed,Town,68,23,4.9,3
1460,c-632431874657,F,20-24,Single,City,23,12,4.54,0
1461,c-439822632729,M,55-59,Married,Town,268,6,88.96,2
1462,c-213474791871,F,20-24,Single,Town,27,2,19.06,4
1463,c-876329876232,F,45-49,Divorced,City,61,13,11.62,3
1464,c-117858364461,Other,65-69,Married,City,287,23,28.95,4
1465,c-613901442544,F,85-89,Widowed,City,24,7,8.53,4
1466,c-806510684472,M,15-19,Single,City,8,1,14.99,4
1467,c-815497904495,F,40-44,Married,City,8,1,115.28,1
1468,c-806510684472,M,25-29,Single,Town,19,1,22.19,4
1469,c-341030744603,F,55-59,Divorced,Town,20,9,3.29,3
1470,c-243540080318,Other,70-74,Divorced,City,30,5,10.42,4
1471,c-886772140485,F,80-84,Divorced,City,50,5,13.53,4
1472,c-815497904495,F,35-39,Married,City,54,1,110.41,2
1473,c-339575700373,M,55-59,Divorced,City,50,9,10.17,3
1474,c-221929854393,M,25-29,Single,City,31,7,12.96,0
1475,c-243540080318,Other,50-54,Married,City,228,5,89.16,2
1476,c-774980346637,F,60-64,Divorced,City,70,4,28.3,4
1477,c-213474791871,F,75-79,Divorced,City,60,2,30.27,4
1478,c-815497904495,F,30-34,Married,City,99,1,123.36,4
1479,c-213474791871,F,55-59,Single,City,32,2,24.7,4
1480,c-431938009945,F,55-59,Married,Town,175,18,26.79,4
1481,c-785422610890,F,65-69,Divorced,City,253,14,40.06,3
1482,c-978031852818,M,30-34,Married,Town,273,8,75.52,4
1483,c-150655618403,M,15-19,Single,City,33,3,13.35,4
1484,c-774980346637,F,55-59,Married,City,178,4,120.92,2
1485,c-150655618403,M,40-44,Divorced,City,52,3,36.84,4
1486,c-268301464383,M,40-44,Married,City,197,13,41.13,4
1487,c-213474791871,F,70-74,Married,City,239,2,108.61,2
1488,c-222462011894,M,15-19,Single,City,11,2,10.74,4
1489,c-532184942301,F,55-59,Married,Town,365,15,31.77,4
1490,c-876329876232,F,40-44,Married,City,222,13,38.9,4
1491,c-632431874657,F,85-89,Widowed,City,21,12,3.53,3
1492,c-970669382377,Other,30-34,Married,City,386,3,153.31,4
1493,c-815497904495,F,15-19,Single,City,19,1,17.15,4
1494,c-815497904495,F,45-49,Married,City,15,1,129.23,1
1495,c-774980346637,F,35-39,Divorced,City,333,4,188.61,2
1496,c-341030744603,F,85-89,Widowed,City,14,9,4.11,3
1497,c-243540080318,Other,75-79,Divorced,City,47,5,21.75,4
1498,c-243540080318,Other,30-34,Divorced,Town,58,5,18.47,4
1499,c-221929854393,M,80-84,Married,City,133,7,42.58,4
1500,c-877784920462,M,45-49,Married,City,124,5,59.73,2
1501,c-705161154877,M,50-54,Divorced,City,39,10,9.0,3
1502,c-995430766442,M,55-59,Married,Town,165,11,29.22,4
1503,c-430835412706,F,45-49,Married,City,254,6,81.86,2
1504,c-542627206554,F,70-74,Widowed,City,410,3,150.64,4
1505,c-877784920462,M,20-24,Single,City,15,5,6.39,0
1506,c-806510684472,M,15-19,Single,Town,12,1,14.05,4
1507,c-542627206554,F,55-59,Divorced,City,49,3,47.78,4
1508,c-613901442544,F,65-69,Divorced,Town,85,7,15.52,4
1509,c-755357322443,Other,80-84,Married,City,192,17,20.01,4
1510,c-213474791871,F,35-39,Married,City,67,2,126.16,2
1511,c-542627206554,F,75-79,Divorced,City,61,3,33.03,4
1512,c-150655618403,M,45-49,Married,City,431,3,146.05,2
1513,c-430835412706,F,85-89,Married,City,165,6,49.82,4
1514,c-243540080318,Other,15-19,Single,Town,12,5,7.72,0
1515,c-221929854393,M,45-49,Married,Town,278,7,56.92,2
1516,c-978031852818,M,25-29,Single,City,44,8,12.07,0
1517,c-213474791871,F,30-34,Single,Town,32,2,32.92,4
1518,c-150655618403,M,65-69,Single,Town,32,3,21.48,4
1519,c-613901442544,F,50-54,Divorced,City,61,7,16.79,4
1520,c-886772140485,F,60-64,Married,City,183,5,56.93,2
1521,c-613901442544,F,55-59,Widowed,City,112,7,27.76,4
1522,c-703706110647,F,35-39,Married,City,305,8,56.88,2
1523,c-886772140485,F,85-89,Divorced,City,12,5,7.6,1
1524,c-512551912949,F,60-64,Divorced,City,22,16,3.42,4
1525,c-815497904495,F,30-34,Married,City,75,1,121.77,4
1526,c-197027228393,M,50-54,Married,Town,210,17,25.3,4
1527,c-733781404252,F,50-54,Married,City,313,21,27.17,4
1528,c-439822632729,M,85-89,Married,Town,128,6,37.73,4
1529,c-439822632729,M,45-49,Single,Town,74,6,23.62,4
1530,c-213474791871,F,45-49,Married,City,232,2,138.64,2
1531,c-877784920462,M,60-64,Married,City,196,5,66.1,2
1532,c-886772140485,F,60-64,Married,City,110,5,46.61,4
1533,c-222462011894,M,45-49,Married,City,251,2,122.36,2
1534,c-430835412706,F,35-39,Married,City,278,6,71.0,2
1535,c-806510684472,M,75-79,Married,City,8,1,84.97,1
1536,c-815497904495,F,25-29,Married,City,37,1,67.14,4
1537,c-806510684472,M,40-44,Married,City,128,1,129.1,2
1538,c-613901442544,F,35-39,Married,City,269,7,69.88,2
1539,c-774980346637,F,45-49,Married,City,493,4,121.12,2
1540,c-213474791871,F,15-19,Single,City,4,2,14.05,0
1541,c-632431874657,F,80-84,Married,City,83,12,17.93,4
1542,c-512561918107,Other,25-29,Single,Town,49,6,13.72,4
1543,c-774980346637,F,45-49,Married,Town,249,4,116.33,2
1544,c-341030744603,F,55-59,Married,Town,180,9,32.41,4
1545,c-222462011894,M,25-29,Single,City,27,2,21.94,4
1546,c-856706852038,Other,60-64,Divorced,Town,76,8,16.79,4
1547,c-460910706311,F,45-49,Married,City,472,19,41.76,4
1548,c-213474791871,F,25-29,Single,City,15,2,18.53,0
1549,c-058303313989,Other,35-39,Married,City,232,2,149.6,2
1550,c-341030744603,F,55-59,Married,Town,183,9,33.17,4
1551,c-221929854393,M,45-49,Married,City,229,7,72.08,2
1552,c-222462011894,M,15-19,Single,Town,12,2,12.53,0
1553,c-877784920462,M,65-69,Married,City,196,5,65.39,2
1554,c-603459178291,F,75-79,Divorced,City,106,11,25.0,3
1555,c-906757616828,M,40-44,Married,City,352,4,155.36,2
1556,c-542627206554,F,80-84,Widowed,Town,47,3,31.53,4
1557,c-703706110647,F,35-39,Married,City,223,8,70.49,2
1558,c-341030744603,F,60-64,Widowed,City,29,9,5.41,3
1559,c-978031852818,M,45-49,Single,City,42,8,18.68,1
1560,c-785422610890,F,50-54,Divorced,Town,45,14,5.83,3
1561,c-268301464383,M,60-64,Married,City,255,13,37.19,4
1562,c-058303313989,Other,40-44,Divorced,Town,3,2,25.62,1
1563,c-876329876232,F,40-44,Married,City,369,13,42.88,4
1564,c-886772140485,F,50-54,Single,City,390,5,114.08,4
1565,c-774980346637,F,35-39,Married,City,229,4,112.82,2
1566,c-815497904495,F,60-64,Divorced,City,107,1,155.43,2
1567,c-877784920462,M,30-34,Married,City,184,5,71.81,4
1568,c-341030744603,F,60-64,Married,City,123,9,21.91,4
1569,c-221929854393,M,40-44,Single,City,368,7,117.33,4
1570,c-703706110647,F,40-44,Married,City,263,8,71.89,2
1571,c-815497904495,F,35-39,Married,Town,129,1,115.25,2
1572,c-512551912949,F,50-54,Married,City,272,16,38.94,4
1573,c-197027228393,M,65-69,Married,City,291,17,28.52,4
1574,c-150655618403,M,30-34,Single,City,44,3,37.77,4
1575,c-222462011894,M,85-89,Divorced,City,6,2,19.49,1
1576,c-806510684472,M,55-59,Widowed,Town,76,1,215.07,4
1577,c-150655618403,M,15-19,Single,City,31,3,17.3,4
1578,c-906757616828,M,35-39,Married,City,367,4,138.97,2
1579,c-613901442544,F,60-64,Married,City,127,7,50.49,2
1580,c-613901442544,F,70-74,Married,City,247,7,41.61,4
1581,c-150655618403,M,30-34,Single,City,79,3,39.39,4
1582,c-613901442544,F,25-29,Single,City,40,7,12.4,0
1583,c-705161154877,M,55-59,Married,City,246,10,35.16,4
1584,c-213474791871,F,55-59,Married,City,108,2,124.35,2
1585,c-806510684472,M,55-59,Married,Town,139,1,152.82,2
1586,c-439822632729,M,75-79,Widowed,City,47,6,12.18,4
1587,c-886772140485,F,40-44,Married,Town,249,5,62.23,2
1588,c-815497904495,F,25-29,Married,City,74,1,90.54,4
1589,c-774980346637,F,30-34,Married,Town,271,4,136.69,4
1590,c-542627206554,F,40-44,Single,City,407,3,173.04,4
1591,c-906757616828,M,25-29,Married,City,178,4,71.87,4
1592,c-703706110647,F,40-44,Divorced,City,74,8,23.1,3
1593,c-213474791871,F,50-54,Married,City,234,2,133.8,2
1594,c-268301464383,M,65-69,Married,City,154,13,26.6,4
1595,c-430835412706,F,65-69,Single,City,40,6,21.13,1
1596,c-430835412706,F,30-34,Single,City,60,6,14.94,4
1597,c-222462011894,M,25-29,Single,City,26,2,23.09,4
1598,c-213474791871,F,70-74,Married,City,140,2,89.23,2
1599,c-815497904495,F,70-74,Married,City,58,1,102.84,2
1600,c-213474791871,F,60-64,Married,City,69,2,87.13,2
1601,c-058303313989,Other,30-34,Married,City,307,2,145.53,4
1602,c-632431874657,F,60-64,Divorced,City,35,12,12.43,1
1603,c-815497904495,F,15-19,Single,City,4,1,11.64,0
1604,c-222462011894,M,35-39,Married,City,341,2,143.24,2
1605,c-213474791871,F,60-64,Married,City,139,2,98.0,2
1606,c-906757616828,M,30-34,Married,City,401,4,143.57,4
1607,c-815497904495,F,50-54,Divorced,City,245,1,203.06,2
1608,c-339575700373,M,20-24,Single,City,9,9,0.46,3
1609,c-058303313989,Other,30-34,Married,City,151,2,144.67,4
1610,c-542627206554,F,65-69,Divorced,City,41,3,35.72,4
1611,c-542627206554,F,25-29,Single,City,26,3,23.31,0
1612,c-995430766442,M,30-34,Married,Town,185,11,30.76,4
1613,c-774980346637,F,45-49,Married,City,244,4,146.24,2
1614,c-906757616828,M,50-54,Married,City,309,4,175.97,2
1615,c-150655618403,M,55-59,Single,City,125,3,237.19,1
1616,c-150655618403,M,70-74,Divorced,City,141,3,132.17,2
1617,c-705161154877,M,50-54,Married,Town,181,10,35.42,4
1618,c-542627206554,F,15-19,Single,City,14,3,11.95,0
1619,c-243540080318,Other,75-79,Divorced,City,26,5,19.6,1
1620,c-978031852818,M,40-44,Married,City,285,8,91.67,2
1621,c-774980346637,F,85-89,Married,City,41,4,63.31,1
1622,c-714148374900,F,50-54,Divorced,City,28,10,7.6,3
1623,c-222462011894,M,30-34,Married,City,155,2,109.58,4
1624,c-542627206554,F,40-44,Single,City,52,3,38.65,4
1625,c-150655618403,M,30-34,Single,City,52,3,34.86,4
1626,c-877784920462,M,50-54,Divorced,Town,53,5,19.54,4
1627,c-613901442544,F,15-19,Single,City,19,7,4.4,3
1628,c-886772140485,F,35-39,Single,City,258,5,92.0,4
1629,c-058303313989,Other,50-54,Married,City,44,2,128.69,1
1630,c-877784920462,M,60-64,Divorced,Town,208,5,70.42,2
1631,c-877784920462,M,30-34,Married,Town,80,5,59.19,4
1632,c-815497904495,F,50-54,Married,City,6,1,151.63,1
1633,c-886772140485,F,55-59,Widowed,City,23,5,12.51,4
1634,c-150655618403,M,15-19,Single,City,11,3,10.07,0
1635,c-213474791871,F,90-94,Married,City,30,2,89.24,1
1636,c-542627206554,F,60-64,Married,City,167,3,109.12,2
1637,c-774980346637,F,45-49,Single,City,78,4,36.54,4
1638,c-222462011894,M,15-19,Single,City,9,2,14.75,0
1639,c-806510684472,M,35-39,Married,City,139,1,135.15,2
1640,c-542627206554,F,25-29,Single,City,13,3,16.96,0
1641,c-886772140485,F,40-44,Married,City,188,5,91.48,2
1642,c-613901442544,F,70-74,Married,City,232,7,55.32,2
1643,c-978031852818,M,55-59,Married,City,275,8,96.06,2
1644,c-886772140485,F,60-64,Divorced,City,8,5,2.88,4
1645,c-906757616828,M,65-69,Married,Town,242,4,120.43,2
1646,c-774980346637,F,65-69,Married,City,171,4,90.27,2
1647,c-613901442544,F,45-49,Married,Town,241,7,86.73,2
1648,c-613901442544,F,70-74,Divorced,City,112,7,23.53,4
1649,c-213474791871,F,30-34,Married,City,89,2,129.33,4
1650,c-542627206554,F,60-64,Married,City,86,3,122.3,1
1651,c-532184942301,F,70-74,Married,Town,203,15,22.1,4
1652,c-213474791871,F,35-39,Married,Town,23,2,127.61,2
1653,c-603459178291,F,55-59,Married,City,107,11,27.85,4
1654,c-542627206554,F,75-79,Married,Town,80,3,88.67,1
1655,c-430835412706,F,40-44,Divorced,City,53,6,13.6,4
1656,c-542627206554,F,35-39,Married,City,274,3,116.22,2
1657,c-213474791871,F,25-29,Single,City,4,2,20.33,0
1658,c-222462011894,M,35-39,Single,Town,40,2,33.54,4
1659,c-703706110647,F,45-49,Married,Town,340,8,81.87,2
1660,c-150655618403,M,65-69,Married,City,263,3,111.8,2
1661,c-150655618403,M,20-24,Single,City,28,3,26.15,0
1662,c-877784920462,M,70-74,Widowed,Town,40,5,14.08,4
1663,c-632431874657,F,65-69,Widowed,City,65,12,9.86,3
